"","Year","State","State.ANSI","Data.Item","Fertilizer","Value"
"255",2010,"OREGON",41," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","SULFUR",68
"256",2010,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB","NITROGEN",82000
"257",2010,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB","PHOSPHATE",144000
"258",2010,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB","POTASH",138000
"259",2010,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB","SULFUR",NA
"260",2010,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","NITROGEN",29
"261",2010,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","PHOSPHATE",52
"262",2010,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","POTASH",52
"263",2010,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","SULFUR",NA
"264",2010,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","NITROGEN",60
"265",2010,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PHOSPHATE",106
"266",2010,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","POTASH",101
"267",2010,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","SULFUR",NA
"268",2010,"WASHINGTON",53," APPLICATIONS, MEASURED IN NUMBER, AVG","NITROGEN",2
"269",2010,"WASHINGTON",53," APPLICATIONS, MEASURED IN NUMBER, AVG","PHOSPHATE",2
"270",2010,"WASHINGTON",53," APPLICATIONS, MEASURED IN NUMBER, AVG","POTASH",1.9
"271",2010,"WASHINGTON",53," APPLICATIONS, MEASURED IN NUMBER, AVG","SULFUR",NA
"272",2010,"WASHINGTON",53," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","NITROGEN",91
"273",2010,"WASHINGTON",53," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","PHOSPHATE",91
"274",2010,"WASHINGTON",53," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","POTASH",91
"275",2010,"WASHINGTON",53," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","SULFUR",NA
"276",2006,"CALIFORNIA",6," APPLICATIONS, MEASURED IN LB","NITROGEN",7436000
"277",2006,"CALIFORNIA",6," APPLICATIONS, MEASURED IN LB","PHOSPHATE",4086000
"278",2006,"CALIFORNIA",6," APPLICATIONS, MEASURED IN LB","POTASH",6459000
"279",2006,"CALIFORNIA",6," APPLICATIONS, MEASURED IN LB","SULFUR",431000
"280",2006,"CALIFORNIA",6," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","NITROGEN",17
"281",2006,"CALIFORNIA",6," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","PHOSPHATE",16
"282",2006,"CALIFORNIA",6," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","POTASH",23
"283",2006,"CALIFORNIA",6," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","SULFUR",7
"284",2006,"CALIFORNIA",6," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","NITROGEN",215
"285",2006,"CALIFORNIA",6," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PHOSPHATE",128
"286",2006,"CALIFORNIA",6," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","POTASH",199
"287",2006,"CALIFORNIA",6," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","SULFUR",56
"288",2006,"CALIFORNIA",6," APPLICATIONS, MEASURED IN NUMBER, AVG","NITROGEN",12.4
"289",2006,"CALIFORNIA",6," APPLICATIONS, MEASURED IN NUMBER, AVG","PHOSPHATE",8.1
"290",2006,"CALIFORNIA",6," APPLICATIONS, MEASURED IN NUMBER, AVG","POTASH",8.6
"291",2006,"CALIFORNIA",6," APPLICATIONS, MEASURED IN NUMBER, AVG","SULFUR",8.5
"292",2006,"CALIFORNIA",6," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","NITROGEN",97
"293",2006,"CALIFORNIA",6," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","PHOSPHATE",89
"294",2006,"CALIFORNIA",6," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","POTASH",91
"295",2006,"CALIFORNIA",6," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","SULFUR",22
"296",2006,"FLORIDA",12," APPLICATIONS, MEASURED IN LB","NITROGEN",829000
"297",2006,"FLORIDA",12," APPLICATIONS, MEASURED IN LB","PHOSPHATE",276000
"298",2006,"FLORIDA",12," APPLICATIONS, MEASURED IN LB","POTASH",993000
"299",2006,"FLORIDA",12," APPLICATIONS, MEASURED IN LB","SULFUR",5000
"300",2006,"FLORIDA",12," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","NITROGEN",2
"301",2006,"FLORIDA",12," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","PHOSPHATE",1
"302",2006,"FLORIDA",12," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","POTASH",2
"303",2006,"FLORIDA",12," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","SULFUR",NA
"304",2006,"FLORIDA",12," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","NITROGEN",114
"305",2006,"FLORIDA",12," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PHOSPHATE",44
"306",2006,"FLORIDA",12," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","POTASH",137
"307",2006,"FLORIDA",12," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","SULFUR",4
"308",2006,"FLORIDA",12," APPLICATIONS, MEASURED IN NUMBER, AVG","NITROGEN",74.2
"309",2006,"FLORIDA",12," APPLICATIONS, MEASURED IN NUMBER, AVG","PHOSPHATE",75.1
"310",2006,"FLORIDA",12," APPLICATIONS, MEASURED IN NUMBER, AVG","POTASH",74
"311",2006,"FLORIDA",12," APPLICATIONS, MEASURED IN NUMBER, AVG","SULFUR",20.5
"312",2006,"FLORIDA",12," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","NITROGEN",98
"313",2006,"FLORIDA",12," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","PHOSPHATE",84
"314",2006,"FLORIDA",12," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","POTASH",98
"315",2006,"FLORIDA",12," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","SULFUR",19
"316",2006,"OREGON",41," APPLICATIONS, MEASURED IN LB","NITROGEN",121000
"317",2006,"OREGON",41," APPLICATIONS, MEASURED IN LB","PHOSPHATE",144000
"318",2006,"OREGON",41," APPLICATIONS, MEASURED IN LB","POTASH",259000
"319",2006,"OREGON",41," APPLICATIONS, MEASURED IN LB","SULFUR",34000
"320",2006,"OREGON",41," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","NITROGEN",26
"321",2006,"OREGON",41," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","PHOSPHATE",41
"322",2006,"OREGON",41," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","POTASH",63
"323",2006,"OREGON",41," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","SULFUR",24
"324",2006,"OREGON",41," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","NITROGEN",41
"325",2006,"OREGON",41," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PHOSPHATE",52
"326",2006,"OREGON",41," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","POTASH",87
"327",2006,"OREGON",41," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","SULFUR",26
"328",2006,"OREGON",41," APPLICATIONS, MEASURED IN NUMBER, AVG","NITROGEN",1.6
"329",2006,"OREGON",41," APPLICATIONS, MEASURED IN NUMBER, AVG","PHOSPHATE",1.3
"330",2006,"OREGON",41," APPLICATIONS, MEASURED IN NUMBER, AVG","POTASH",1.4
"331",2006,"OREGON",41," APPLICATIONS, MEASURED IN NUMBER, AVG","SULFUR",1.1
"332",2006,"OREGON",41," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","NITROGEN",96
"333",2006,"OREGON",41," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","PHOSPHATE",89
"334",2006,"OREGON",41," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","POTASH",96
"335",2006,"OREGON",41," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","SULFUR",42
"336",2006,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB","NITROGEN",106000
"337",2006,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB","PHOSPHATE",184000
"338",2006,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB","POTASH",128000
"339",2006,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB","SULFUR",12000
"340",2006,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","NITROGEN",41
"341",2006,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","PHOSPHATE",77
"342",2006,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","POTASH",61
"343",2006,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","SULFUR",23
"344",2006,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","NITROGEN",78
"345",2006,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PHOSPHATE",136
"346",2006,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","POTASH",116
"347",2006,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","SULFUR",30
"348",2006,"WASHINGTON",53," APPLICATIONS, MEASURED IN NUMBER, AVG","NITROGEN",1.9
"349",2006,"WASHINGTON",53," APPLICATIONS, MEASURED IN NUMBER, AVG","PHOSPHATE",1.8
"350",2006,"WASHINGTON",53," APPLICATIONS, MEASURED IN NUMBER, AVG","POTASH",1.9
"351",2006,"WASHINGTON",53," APPLICATIONS, MEASURED IN NUMBER, AVG","SULFUR",1.3
"352",2006,"WASHINGTON",53," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","NITROGEN",97
"353",2006,"WASHINGTON",53," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","PHOSPHATE",97
"354",2006,"WASHINGTON",53," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","POTASH",79
"355",2006,"WASHINGTON",53," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","SULFUR",29
"356",2002,"CALIFORNIA",6," APPLICATIONS, MEASURED IN LB","NITROGEN",6108000
"357",2002,"CALIFORNIA",6," APPLICATIONS, MEASURED IN LB","PHOSPHATE",3813000
"358",2002,"CALIFORNIA",6," APPLICATIONS, MEASURED IN LB","POTASH",3733000
"359",2002,"CALIFORNIA",6," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","NITROGEN",22
"360",2002,"CALIFORNIA",6," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","PHOSPHATE",23
"361",2002,"CALIFORNIA",6," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","POTASH",22
"362",2002,"CALIFORNIA",6," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","NITROGEN",226
"363",2002,"CALIFORNIA",6," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PHOSPHATE",147
"364",2002,"CALIFORNIA",6," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","POTASH",148
"365",2002,"CALIFORNIA",6," APPLICATIONS, MEASURED IN NUMBER, AVG","NITROGEN",10.2
"366",2002,"CALIFORNIA",6," APPLICATIONS, MEASURED IN NUMBER, AVG","PHOSPHATE",6.4
"367",2002,"CALIFORNIA",6," APPLICATIONS, MEASURED IN NUMBER, AVG","POTASH",6.7
"368",2002,"CALIFORNIA",6," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","NITROGEN",95
"369",2002,"CALIFORNIA",6," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","PHOSPHATE",91
"370",2002,"CALIFORNIA",6," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","POTASH",89
"371",2002,"FLORIDA",12," APPLICATIONS, MEASURED IN LB","NITROGEN",584000
"372",2002,"FLORIDA",12," APPLICATIONS, MEASURED IN LB","PHOSPHATE",174000
"373",2002,"FLORIDA",12," APPLICATIONS, MEASURED IN LB","POTASH",8e+05
"374",2002,"FLORIDA",12," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","NITROGEN",1
"375",2002,"FLORIDA",12," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","PHOSPHATE",1
"376",2002,"FLORIDA",12," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","POTASH",2
"377",2002,"FLORIDA",12," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","NITROGEN",85
"378",2002,"FLORIDA",12," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PHOSPHATE",37
"379",2002,"FLORIDA",12," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","POTASH",117
"380",2002,"FLORIDA",12," APPLICATIONS, MEASURED IN NUMBER, AVG","NITROGEN",74.9
"381",2002,"FLORIDA",12," APPLICATIONS, MEASURED IN NUMBER, AVG","PHOSPHATE",66
"382",2002,"FLORIDA",12," APPLICATIONS, MEASURED IN NUMBER, AVG","POTASH",74.9
"383",2002,"FLORIDA",12," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","NITROGEN",100
"384",2002,"FLORIDA",12," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","PHOSPHATE",68
"385",2002,"FLORIDA",12," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","POTASH",99
"386",2002,"OREGON",41," APPLICATIONS, MEASURED IN LB","NITROGEN",161000
"387",2002,"OREGON",41," APPLICATIONS, MEASURED IN LB","PHOSPHATE",241000
"388",2002,"OREGON",41," APPLICATIONS, MEASURED IN LB","POTASH",4e+05
"389",2002,"OREGON",41," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","NITROGEN",40
"390",2002,"OREGON",41," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","PHOSPHATE",57
"391",2002,"OREGON",41," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","POTASH",74
"392",2002,"OREGON",41," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","NITROGEN",51
"393",2002,"OREGON",41," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PHOSPHATE",102
"394",2002,"OREGON",41," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","POTASH",147
"395",2002,"OREGON",41," APPLICATIONS, MEASURED IN NUMBER, AVG","NITROGEN",1.2
"396",2002,"OREGON",41," APPLICATIONS, MEASURED IN NUMBER, AVG","PHOSPHATE",1.7
"397",2002,"OREGON",41," APPLICATIONS, MEASURED IN NUMBER, AVG","POTASH",1.9
"398",2002,"OREGON",41," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","NITROGEN",91
"399",2002,"OREGON",41," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","PHOSPHATE",67
"400",2002,"OREGON",41," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","POTASH",78
"401",1998,"CALIFORNIA",6," APPLICATIONS, MEASURED IN LB","NITROGEN",4460000
"402",1998,"CALIFORNIA",6," APPLICATIONS, MEASURED IN LB","PHOSPHATE",1622000
"403",1998,"CALIFORNIA",6," APPLICATIONS, MEASURED IN LB","POTASH",2152000
"404",1998,"CALIFORNIA",6," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","NITROGEN",28
"405",1998,"CALIFORNIA",6," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","PHOSPHATE",17
"406",1998,"CALIFORNIA",6," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","POTASH",20
"407",1998,"CALIFORNIA",6," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","NITROGEN",191
"408",1998,"CALIFORNIA",6," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PHOSPHATE",83
"409",1998,"CALIFORNIA",6," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","POTASH",112
"410",1998,"CALIFORNIA",6," APPLICATIONS, MEASURED IN NUMBER, AVG","NITROGEN",6.7
"411",1998,"CALIFORNIA",6," APPLICATIONS, MEASURED IN NUMBER, AVG","PHOSPHATE",4.8
"412",1998,"CALIFORNIA",6," APPLICATIONS, MEASURED IN NUMBER, AVG","POTASH",5.7
"413",1998,"CALIFORNIA",6," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","NITROGEN",96
"414",1998,"CALIFORNIA",6," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","PHOSPHATE",81
"415",1998,"CALIFORNIA",6," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","POTASH",79
"416",1998,"FLORIDA",12," APPLICATIONS, MEASURED IN LB","NITROGEN",590000
"417",1998,"FLORIDA",12," APPLICATIONS, MEASURED IN LB","PHOSPHATE",356000
"418",1998,"FLORIDA",12," APPLICATIONS, MEASURED IN LB","POTASH",661000
"419",1998,"FLORIDA",12," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","NITROGEN",2
"420",1998,"FLORIDA",12," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","PHOSPHATE",1
"421",1998,"FLORIDA",12," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","POTASH",2
"422",1998,"FLORIDA",12," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","NITROGEN",95
"423",1998,"FLORIDA",12," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PHOSPHATE",61
"424",1998,"FLORIDA",12," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","POTASH",107
"425",1998,"FLORIDA",12," APPLICATIONS, MEASURED IN NUMBER, AVG","NITROGEN",53.5
"426",1998,"FLORIDA",12," APPLICATIONS, MEASURED IN NUMBER, AVG","PHOSPHATE",49.3
"427",1998,"FLORIDA",12," APPLICATIONS, MEASURED IN NUMBER, AVG","POTASH",53.5
"428",1998,"FLORIDA",12," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","NITROGEN",100
"429",1998,"FLORIDA",12," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","PHOSPHATE",94
"430",1998,"FLORIDA",12," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","POTASH",100
"431",1998,"NEW YORK",36," APPLICATIONS, MEASURED IN LB","NITROGEN",119000
"432",1998,"NEW YORK",36," APPLICATIONS, MEASURED IN LB","PHOSPHATE",78000
"433",1998,"NEW YORK",36," APPLICATIONS, MEASURED IN LB","POTASH",82000
"434",1998,"NEW YORK",36," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","NITROGEN",53
"435",1998,"NEW YORK",36," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","PHOSPHATE",44
"436",1998,"NEW YORK",36," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","POTASH",46
"437",1998,"NEW YORK",36," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","NITROGEN",75
"438",1998,"NEW YORK",36," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PHOSPHATE",57
"439",1998,"NEW YORK",36," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","POTASH",59
"440",1998,"NEW YORK",36," APPLICATIONS, MEASURED IN NUMBER, AVG","NITROGEN",1.4
"441",1998,"NEW YORK",36," APPLICATIONS, MEASURED IN NUMBER, AVG","PHOSPHATE",1.2
"442",1998,"NEW YORK",36," APPLICATIONS, MEASURED IN NUMBER, AVG","POTASH",1.2
"443",1998,"NEW YORK",36," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","NITROGEN",93
"444",1998,"NEW YORK",36," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","PHOSPHATE",81
"445",1998,"NEW YORK",36," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","POTASH",83
"446",1998,"NORTH CAROLINA",37," APPLICATIONS, MEASURED IN LB","NITROGEN",243000
"447",1998,"NORTH CAROLINA",37," APPLICATIONS, MEASURED IN LB","PHOSPHATE",137000
"448",1998,"NORTH CAROLINA",37," APPLICATIONS, MEASURED IN LB","POTASH",293000
"449",1998,"NORTH CAROLINA",37," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","NITROGEN",31
"450",1998,"NORTH CAROLINA",37," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","PHOSPHATE",56
"451",1998,"NORTH CAROLINA",37," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","POTASH",47
"452",1998,"NORTH CAROLINA",37," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","NITROGEN",147
"453",1998,"NORTH CAROLINA",37," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PHOSPHATE",98
"454",1998,"NORTH CAROLINA",37," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","POTASH",189
"455",1998,"NORTH CAROLINA",37," APPLICATIONS, MEASURED IN NUMBER, AVG","NITROGEN",4.7
"456",1998,"NORTH CAROLINA",37," APPLICATIONS, MEASURED IN NUMBER, AVG","PHOSPHATE",1.7
"457",1998,"NORTH CAROLINA",37," APPLICATIONS, MEASURED IN NUMBER, AVG","POTASH",4
"458",1998,"NORTH CAROLINA",37," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","NITROGEN",97
"459",1998,"NORTH CAROLINA",37," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","PHOSPHATE",83
"460",1998,"NORTH CAROLINA",37," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","POTASH",92
"461",1998,"OREGON",41," APPLICATIONS, MEASURED IN LB","NITROGEN",326000
"462",1998,"OREGON",41," APPLICATIONS, MEASURED IN LB","PHOSPHATE",447000
"463",1998,"OREGON",41," APPLICATIONS, MEASURED IN LB","POTASH",391000
"464",1998,"OREGON",41," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","NITROGEN",60
"465",1998,"OREGON",41," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","PHOSPHATE",96
"466",1998,"OREGON",41," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","POTASH",77
"467",1998,"OREGON",41," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","NITROGEN",76
"468",1998,"OREGON",41," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PHOSPHATE",106
"469",1998,"OREGON",41," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","POTASH",92
"470",1998,"OREGON",41," APPLICATIONS, MEASURED IN NUMBER, AVG","NITROGEN",1.2
"471",1998,"OREGON",41," APPLICATIONS, MEASURED IN NUMBER, AVG","PHOSPHATE",1.1
"472",1998,"OREGON",41," APPLICATIONS, MEASURED IN NUMBER, AVG","POTASH",1.1
"473",1998,"OREGON",41," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","NITROGEN",96
"474",1998,"OREGON",41," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","PHOSPHATE",94
"475",1998,"OREGON",41," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","POTASH",95
"476",1998,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB","NITROGEN",80000
"477",1998,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB","PHOSPHATE",154000
"478",1998,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB","POTASH",97000
"479",1998,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","NITROGEN",47
"480",1998,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","PHOSPHATE",89
"481",1998,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","POTASH",55
"482",1998,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","NITROGEN",57
"483",1998,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PHOSPHATE",131
"484",1998,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","POTASH",81
"485",1998,"WASHINGTON",53," APPLICATIONS, MEASURED IN NUMBER, AVG","NITROGEN",1.2
"486",1998,"WASHINGTON",53," APPLICATIONS, MEASURED IN NUMBER, AVG","PHOSPHATE",1.4
"487",1998,"WASHINGTON",53," APPLICATIONS, MEASURED IN NUMBER, AVG","POTASH",1.4
"488",1998,"WASHINGTON",53," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","NITROGEN",93
"489",1998,"WASHINGTON",53," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","PHOSPHATE",78
"490",1998,"WASHINGTON",53," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","POTASH",81
"491",1994,"CALIFORNIA",6," APPLICATIONS, MEASURED IN LB","NITROGEN",4621000
"492",1994,"CALIFORNIA",6," APPLICATIONS, MEASURED IN LB","PHOSPHATE",2062000
"493",1994,"CALIFORNIA",6," APPLICATIONS, MEASURED IN LB","POTASH",2380000
"494",1994,"CALIFORNIA",6," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","NITROGEN",21
"495",1994,"CALIFORNIA",6," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","PHOSPHATE",19
"496",1994,"CALIFORNIA",6," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","POTASH",22
"497",1994,"CALIFORNIA",6," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","NITROGEN",199
"498",1994,"CALIFORNIA",6," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PHOSPHATE",94
"499",1994,"CALIFORNIA",6," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","POTASH",112
"500",1994,"CALIFORNIA",6," APPLICATIONS, MEASURED IN NUMBER, AVG","NITROGEN",9.5
"501",1994,"CALIFORNIA",6," APPLICATIONS, MEASURED IN NUMBER, AVG","PHOSPHATE",4.9
"502",1994,"CALIFORNIA",6," APPLICATIONS, MEASURED IN NUMBER, AVG","POTASH",5.2
"503",1994,"CALIFORNIA",6," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","NITROGEN",100
"504",1994,"CALIFORNIA",6," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","PHOSPHATE",95
"505",1994,"CALIFORNIA",6," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","POTASH",91
"506",1994,"FLORIDA",12," APPLICATIONS, MEASURED IN LB","NITROGEN",676000
"507",1994,"FLORIDA",12," APPLICATIONS, MEASURED IN LB","PHOSPHATE",286000
"508",1994,"FLORIDA",12," APPLICATIONS, MEASURED IN LB","POTASH",890000
"509",1994,"FLORIDA",12," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","NITROGEN",2
"510",1994,"FLORIDA",12," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","PHOSPHATE",1
